image_id,relative_path,participant_id,session_id,split,face_count,width,height,consent_confirmed
Brad Pitt_106,processed\validation\Brad Pitt\Brad Pitt_106.jpg,Brad Pitt,session_01,validation,1,1920,1080,True
Brad Pitt_107,processed\test\Brad Pitt\Brad Pitt_107.jpg,Brad Pitt,session_01,test,1,1200,630,True
Brad Pitt_108,processed\train\Brad Pitt\Brad Pitt_108.jpg,Brad Pitt,session_01,train,1,1024,682,True
Brad Pitt_109,processed\train\Brad Pitt\Brad Pitt_109.jpg,Brad Pitt,session_01,train,1,491,592,True
Brad Pitt_11,processed\train\Brad Pitt\Brad Pitt_11.jpg,Brad Pitt,session_01,train,1,620,349,True
Brad Pitt_110,processed\validation\Brad Pitt\Brad Pitt_110.jpg,Brad Pitt,session_01,validation,1,1269,2000,True
Brad Pitt_111,processed\test\Brad Pitt\Brad Pitt_111.jpg,Brad Pitt,session_01,test,1,1463,1097,True
Brad Pitt_112,processed\train\Brad Pitt\Brad Pitt_112.jpg,Brad Pitt,session_01,train,1,858,536,True
Brad Pitt_113,processed\train\Brad Pitt\Brad Pitt_113.jpg,Brad Pitt,session_01,train,1,590,788,True
Brad Pitt_114,processed\train\Brad Pitt\Brad Pitt_114.jpg,Brad Pitt,session_01,train,1,2192,3000,True
Brad Pitt_115,processed\validation\Brad Pitt\Brad Pitt_115.jpg,Brad Pitt,session_01,validation,1,1683,2048,True
Brad Pitt_116,processed\train\Brad Pitt\Brad Pitt_116.jpg,Brad Pitt,session_01,train,1,620,349,True
Brad Pitt_117,processed\train\Brad Pitt\Brad Pitt_117.jpg,Brad Pitt,session_01,train,1,800,1090,True
Brad Pitt_118,processed\train\Brad Pitt\Brad Pitt_118.jpg,Brad Pitt,session_01,train,1,450,675,True
Brad Pitt_12,processed\train\Brad Pitt\Brad Pitt_12.jpg,Brad Pitt,session_01,train,1,652,1000,True
Brad Pitt_13,processed\train\Brad Pitt\Brad Pitt_13.jpg,Brad Pitt,session_01,train,1,2000,1270,True
Brad Pitt_14,processed\test\Brad Pitt\Brad Pitt_14.jpg,Brad Pitt,session_01,test,1,620,929,True
Brad Pitt_15,processed\validation\Brad Pitt\Brad Pitt_15.jpg,Brad Pitt,session_01,validation,1,800,1114,True
Brad Pitt_16,processed\validation\Brad Pitt\Brad Pitt_16.jpg,Brad Pitt,session_01,validation,1,500,600,True
Brad Pitt_18,processed\train\Brad Pitt\Brad Pitt_18.jpg,Brad Pitt,session_01,train,1,800,600,True
Brad Pitt_19,processed\validation\Brad Pitt\Brad Pitt_19.jpg,Brad Pitt,session_01,validation,1,1080,1283,True
Brad Pitt_2,processed\validation\Brad Pitt\Brad Pitt_2.jpg,Brad Pitt,session_01,validation,1,615,922,True
Brad Pitt_20,processed\validation\Brad Pitt\Brad Pitt_20.jpg,Brad Pitt,session_01,validation,1,1280,720,True
Brad Pitt_21,processed\validation\Brad Pitt\Brad Pitt_21.jpg,Brad Pitt,session_01,validation,1,1999,1125,True
Brad Pitt_22,processed\train\Brad Pitt\Brad Pitt_22.jpg,Brad Pitt,session_01,train,1,1024,854,True
Brad Pitt_23,processed\train\Brad Pitt\Brad Pitt_23.jpg,Brad Pitt,session_01,train,1,467,543,True
Brad Pitt_25,processed\train\Brad Pitt\Brad Pitt_25.jpg,Brad Pitt,session_01,train,1,670,440,True
Brad Pitt_26,processed\validation\Brad Pitt\Brad Pitt_26.jpg,Brad Pitt,session_01,validation,1,800,1066,True
Brad Pitt_27,processed\train\Brad Pitt\Brad Pitt_27.jpg,Brad Pitt,session_01,train,1,620,350,True
Brad Pitt_28,processed\test\Brad Pitt\Brad Pitt_28.jpg,Brad Pitt,session_01,test,1,970,546,True
Brad Pitt_3,processed\test\Brad Pitt\Brad Pitt_3.jpg,Brad Pitt,session_01,test,1,480,718,True
Brad Pitt_30,processed\test\Brad Pitt\Brad Pitt_30.jpg,Brad Pitt,session_01,test,1,1500,1000,True
Brad Pitt_32,processed\train\Brad Pitt\Brad Pitt_32.jpg,Brad Pitt,session_01,train,1,800,500,True
Brad Pitt_33,processed\validation\Brad Pitt\Brad Pitt_33.jpg,Brad Pitt,session_01,validation,1,683,1024,True
Brad Pitt_34,processed\test\Brad Pitt\Brad Pitt_34.jpg,Brad Pitt,session_01,test,1,683,1024,True
Brad Pitt_35,processed\train\Brad Pitt\Brad Pitt_35.jpg,Brad Pitt,session_01,train,1,1920,1080,True
Brad Pitt_36,processed\train\Brad Pitt\Brad Pitt_36.jpg,Brad Pitt,session_01,train,1,750,750,True
Brad Pitt_37,processed\validation\Brad Pitt\Brad Pitt_37.jpg,Brad Pitt,session_01,validation,1,3328,4213,True
Brad Pitt_38,processed\train\Brad Pitt\Brad Pitt_38.jpg,Brad Pitt,session_01,train,1,474,363,True
Brad Pitt_39,processed\train\Brad Pitt\Brad Pitt_39.jpg,Brad Pitt,session_01,train,1,650,700,True
Brad Pitt_40,processed\train\Brad Pitt\Brad Pitt_40.jpg,Brad Pitt,session_01,train,1,1396,785,True
Brad Pitt_41,processed\train\Brad Pitt\Brad Pitt_41.jpg,Brad Pitt,session_01,train,1,714,980,True
Brad Pitt_43,processed\train\Brad Pitt\Brad Pitt_43.jpg,Brad Pitt,session_01,train,1,1280,720,True
Brad Pitt_44,processed\validation\Brad Pitt\Brad Pitt_44.jpg,Brad Pitt,session_01,validation,1,994,1534,True
Brad Pitt_45,processed\train\Brad Pitt\Brad Pitt_45.jpg,Brad Pitt,session_01,train,1,1273,1907,True
Brad Pitt_46,processed\test\Brad Pitt\Brad Pitt_46.jpg,Brad Pitt,session_01,test,1,2643,3886,True
Brad Pitt_48,processed\test\Brad Pitt\Brad Pitt_48.jpg,Brad Pitt,session_01,test,1,840,1260,True
Brad Pitt_49,processed\train\Brad Pitt\Brad Pitt_49.jpg,Brad Pitt,session_01,train,1,700,699,True
Brad Pitt_5,processed\train\Brad Pitt\Brad Pitt_5.jpg,Brad Pitt,session_01,train,1,586,419,True
Brad Pitt_50,processed\train\Brad Pitt\Brad Pitt_50.jpg,Brad Pitt,session_01,train,1,683,1024,True
Brad Pitt_51,processed\train\Brad Pitt\Brad Pitt_51.jpg,Brad Pitt,session_01,train,1,474,316,True
Brad Pitt_52,processed\test\Brad Pitt\Brad Pitt_52.jpg,Brad Pitt,session_01,test,1,760,570,True
Brad Pitt_53,processed\train\Brad Pitt\Brad Pitt_53.jpg,Brad Pitt,session_01,train,1,474,316,True
Brad Pitt_54,processed\validation\Brad Pitt\Brad Pitt_54.jpg,Brad Pitt,session_01,validation,1,880,489,True
Brad Pitt_55,processed\validation\Brad Pitt\Brad Pitt_55.jpg,Brad Pitt,session_01,validation,1,474,348,True
Brad Pitt_56,processed\train\Brad Pitt\Brad Pitt_56.jpg,Brad Pitt,session_01,train,1,474,711,True
Brad Pitt_57,processed\test\Brad Pitt\Brad Pitt_57.jpg,Brad Pitt,session_01,test,1,474,316,True
Brad Pitt_58,processed\train\Brad Pitt\Brad Pitt_58.jpg,Brad Pitt,session_01,train,1,899,1222,True
Brad Pitt_59,processed\validation\Brad Pitt\Brad Pitt_59.jpg,Brad Pitt,session_01,validation,1,300,200,True
Brad Pitt_6,processed\test\Brad Pitt\Brad Pitt_6.jpg,Brad Pitt,session_01,test,1,1024,640,True
Brad Pitt_60,processed\test\Brad Pitt\Brad Pitt_60.jpg,Brad Pitt,session_01,test,1,474,310,True
Brad Pitt_61,processed\train\Brad Pitt\Brad Pitt_61.jpg,Brad Pitt,session_01,train,1,700,400,True
Brad Pitt_62,processed\train\Brad Pitt\Brad Pitt_62.jpg,Brad Pitt,session_01,train,1,474,311,True
Brad Pitt_63,processed\train\Brad Pitt\Brad Pitt_63.jpg,Brad Pitt,session_01,train,1,474,711,True
Brad Pitt_64,processed\train\Brad Pitt\Brad Pitt_64.jpg,Brad Pitt,session_01,train,1,474,355,True
Brad Pitt_65,processed\test\Brad Pitt\Brad Pitt_65.jpg,Brad Pitt,session_01,test,1,726,1117,True
Brad Pitt_66,processed\test\Brad Pitt\Brad Pitt_66.jpg,Brad Pitt,session_01,test,1,1074,1500,True
Brad Pitt_67,processed\train\Brad Pitt\Brad Pitt_67.jpg,Brad Pitt,session_01,train,1,640,925,True
Brad Pitt_68,processed\train\Brad Pitt\Brad Pitt_68.jpg,Brad Pitt,session_01,train,1,800,1130,True
Brad Pitt_7,processed\test\Brad Pitt\Brad Pitt_7.jpg,Brad Pitt,session_01,test,1,1000,1500,True
Brad Pitt_70,processed\train\Brad Pitt\Brad Pitt_70.jpg,Brad Pitt,session_01,train,1,600,763,True
Brad Pitt_71,processed\validation\Brad Pitt\Brad Pitt_71.jpg,Brad Pitt,session_01,validation,1,900,450,True
Brad Pitt_72,processed\train\Brad Pitt\Brad Pitt_72.jpg,Brad Pitt,session_01,train,1,850,1200,True
Brad Pitt_73,processed\validation\Brad Pitt\Brad Pitt_73.jpg,Brad Pitt,session_01,validation,1,640,640,True
Brad Pitt_74,processed\train\Brad Pitt\Brad Pitt_74.jpg,Brad Pitt,session_01,train,1,970,546,True
Brad Pitt_75,processed\train\Brad Pitt\Brad Pitt_75.jpg,Brad Pitt,session_01,train,1,946,1187,True
Brad Pitt_76,processed\validation\Brad Pitt\Brad Pitt_76.jpg,Brad Pitt,session_01,validation,1,820,492,True
Brad Pitt_77,processed\train\Brad Pitt\Brad Pitt_77.jpg,Brad Pitt,session_01,train,1,1000,563,True
Brad Pitt_78,processed\train\Brad Pitt\Brad Pitt_78.jpg,Brad Pitt,session_01,train,1,1200,1801,True
Brad Pitt_79,processed\test\Brad Pitt\Brad Pitt_79.jpg,Brad Pitt,session_01,test,1,618,401,True
Brad Pitt_8,processed\train\Brad Pitt\Brad Pitt_8.jpg,Brad Pitt,session_01,train,1,1068,623,True
Brad Pitt_80,processed\train\Brad Pitt\Brad Pitt_80.jpg,Brad Pitt,session_01,train,1,400,600,True
Brad Pitt_81,processed\train\Brad Pitt\Brad Pitt_81.jpg,Brad Pitt,session_01,train,1,1600,1006,True
Brad Pitt_82,processed\train\Brad Pitt\Brad Pitt_82.jpg,Brad Pitt,session_01,train,1,1200,720,True
Brad Pitt_83,processed\train\Brad Pitt\Brad Pitt_83.jpg,Brad Pitt,session_01,train,1,1000,750,True
Brad Pitt_84,processed\train\Brad Pitt\Brad Pitt_84.jpg,Brad Pitt,session_01,train,1,1150,690,True
Brad Pitt_85,processed\train\Brad Pitt\Brad Pitt_85.jpg,Brad Pitt,session_01,train,1,500,600,True
Brad Pitt_86,processed\train\Brad Pitt\Brad Pitt_86.jpg,Brad Pitt,session_01,train,1,800,625,True
Brad Pitt_87,processed\train\Brad Pitt\Brad Pitt_87.jpg,Brad Pitt,session_01,train,1,620,349,True
Brad Pitt_88,processed\train\Brad Pitt\Brad Pitt_88.jpg,Brad Pitt,session_01,train,1,1775,1331,True
Brad Pitt_89,processed\train\Brad Pitt\Brad Pitt_89.jpg,Brad Pitt,session_01,train,1,2048,1536,True
Brad Pitt_9,processed\test\Brad Pitt\Brad Pitt_9.jpg,Brad Pitt,session_01,test,1,760,508,True
Brad Pitt_90,processed\train\Brad Pitt\Brad Pitt_90.jpg,Brad Pitt,session_01,train,1,1920,1085,True
Brad Pitt_91,processed\train\Brad Pitt\Brad Pitt_91.jpg,Brad Pitt,session_01,train,1,800,600,True
Brad Pitt_92,processed\train\Brad Pitt\Brad Pitt_92.jpg,Brad Pitt,session_01,train,1,1200,1800,True
Brad Pitt_93,processed\train\Brad Pitt\Brad Pitt_93.jpg,Brad Pitt,session_01,train,1,1000,563,True
Brad Pitt_94,processed\test\Brad Pitt\Brad Pitt_94.jpg,Brad Pitt,session_01,test,1,931,524,True
Brad Pitt_95,processed\train\Brad Pitt\Brad Pitt_95.jpg,Brad Pitt,session_01,train,1,656,992,True
Brad Pitt_96,processed\test\Brad Pitt\Brad Pitt_96.jpg,Brad Pitt,session_01,test,1,1920,1080,True
Brad Pitt_97,processed\validation\Brad Pitt\Brad Pitt_97.jpg,Brad Pitt,session_01,validation,1,450,638,True
Brad Pitt_98,processed\train\Brad Pitt\Brad Pitt_98.jpg,Brad Pitt,session_01,train,1,620,620,True
Brad Pitt_99,processed\train\Brad Pitt\Brad Pitt_99.jpg,Brad Pitt,session_01,train,1,1100,733,True
Camila Cabello_0,processed\train\Camila Cabello\Camila Cabello_0.jpg,Camila Cabello,session_01,train,1,970,546,True
Camila Cabello_1,processed\test\Camila Cabello\Camila Cabello_1.jpg,Camila Cabello,session_01,test,1,2494,1397,True
Camila Cabello_10,processed\train\Camila Cabello\Camila Cabello_10.jpg,Camila Cabello,session_01,train,1,3588,5051,True
Camila Cabello_11,processed\train\Camila Cabello\Camila Cabello_11.jpg,Camila Cabello,session_01,train,1,1994,3000,True
Camila Cabello_12,processed\validation\Camila Cabello\Camila Cabello_12.jpg,Camila Cabello,session_01,validation,1,1500,1914,True
Camila Cabello_15,processed\test\Camila Cabello\Camila Cabello_15.jpg,Camila Cabello,session_01,test,1,1200,1800,True
Camila Cabello_16,processed\validation\Camila Cabello\Camila Cabello_16.jpg,Camila Cabello,session_01,validation,1,2516,1750,True
Camila Cabello_18,processed\train\Camila Cabello\Camila Cabello_18.jpg,Camila Cabello,session_01,train,1,1280,1917,True
Camila Cabello_19,processed\test\Camila Cabello\Camila Cabello_19.jpg,Camila Cabello,session_01,test,1,2000,2476,True
Camila Cabello_20,processed\train\Camila Cabello\Camila Cabello_20.jpg,Camila Cabello,session_01,train,1,1280,1920,True
Camila Cabello_25,processed\train\Camila Cabello\Camila Cabello_25.jpg,Camila Cabello,session_01,train,1,1200,1803,True
Camila Cabello_28,processed\test\Camila Cabello\Camila Cabello_28.jpg,Camila Cabello,session_01,test,1,1080,1350,True
Camila Cabello_30,processed\train\Camila Cabello\Camila Cabello_30.jpg,Camila Cabello,session_01,train,1,800,1024,True
Camila Cabello_35,processed\train\Camila Cabello\Camila Cabello_35.jpg,Camila Cabello,session_01,train,1,1280,1600,True
Camila Cabello_38,processed\test\Camila Cabello\Camila Cabello_38.jpg,Camila Cabello,session_01,test,1,2400,1600,True
Camila Cabello_4,processed\test\Camila Cabello\Camila Cabello_4.jpg,Camila Cabello,session_01,test,1,1280,1923,True
Camila Cabello_41,processed\train\Camila Cabello\Camila Cabello_41.jpg,Camila Cabello,session_01,train,1,4302,2868,True
Camila Cabello_43,processed\validation\Camila Cabello\Camila Cabello_43.jpg,Camila Cabello,session_01,validation,1,763,522,True
Camila Cabello_44,processed\validation\Camila Cabello\Camila Cabello_44.jpg,Camila Cabello,session_01,validation,1,1080,1350,True
Camila Cabello_45,processed\train\Camila Cabello\Camila Cabello_45.jpg,Camila Cabello,session_01,train,1,450,557,True
Camila Cabello_46,processed\train\Camila Cabello\Camila Cabello_46.jpg,Camila Cabello,session_01,train,1,1024,576,True
Camila Cabello_47,processed\train\Camila Cabello\Camila Cabello_47.jpg,Camila Cabello,session_01,train,1,970,546,True
Camila Cabello_48,processed\train\Camila Cabello\Camila Cabello_48.jpg,Camila Cabello,session_01,train,1,1280,1920,True
Camila Cabello_50,processed\train\Camila Cabello\Camila Cabello_50.jpg,Camila Cabello,session_01,train,1,400,600,True
Camila Cabello_54,processed\train\Camila Cabello\Camila Cabello_54.jpg,Camila Cabello,session_01,train,1,1020,574,True
Camila Cabello_55,processed\train\Camila Cabello\Camila Cabello_55.jpg,Camila Cabello,session_01,train,1,684,821,True
Camila Cabello_56,processed\validation\Camila Cabello\Camila Cabello_56.jpg,Camila Cabello,session_01,validation,1,2000,1333,True
Camila Cabello_57,processed\train\Camila Cabello\Camila Cabello_57.jpg,Camila Cabello,session_01,train,1,1208,1612,True
Camila Cabello_59,processed\train\Camila Cabello\Camila Cabello_59.jpg,Camila Cabello,session_01,train,1,1280,720,True
Camila Cabello_60,processed\validation\Camila Cabello\Camila Cabello_60.jpg,Camila Cabello,session_01,validation,1,1280,720,True
Camila Cabello_62,processed\train\Camila Cabello\Camila Cabello_62.jpg,Camila Cabello,session_01,train,1,474,355,True
Camila Cabello_63,processed\validation\Camila Cabello\Camila Cabello_63.jpg,Camila Cabello,session_01,validation,1,474,313,True
Camila Cabello_65,processed\train\Camila Cabello\Camila Cabello_65.jpg,Camila Cabello,session_01,train,1,474,315,True
Camila Cabello_66,processed\train\Camila Cabello\Camila Cabello_66.jpg,Camila Cabello,session_01,train,1,474,469,True
Camila Cabello_67,processed\test\Camila Cabello\Camila Cabello_67.jpg,Camila Cabello,session_01,test,1,1200,675,True
Camila Cabello_68,processed\train\Camila Cabello\Camila Cabello_68.jpg,Camila Cabello,session_01,train,1,474,474,True
Camila Cabello_69,processed\train\Camila Cabello\Camila Cabello_69.jpg,Camila Cabello,session_01,train,1,474,313,True
Camila Cabello_70,processed\train\Camila Cabello\Camila Cabello_70.jpg,Camila Cabello,session_01,train,1,474,474,True
Camila Cabello_71,processed\train\Camila Cabello\Camila Cabello_71.jpg,Camila Cabello,session_01,train,1,474,446,True
Camila Cabello_72,processed\train\Camila Cabello\Camila Cabello_72.jpg,Camila Cabello,session_01,train,1,683,1024,True
Camila Cabello_73,processed\test\Camila Cabello\Camila Cabello_73.jpg,Camila Cabello,session_01,test,1,474,714,True
Camila Cabello_76,processed\test\Camila Cabello\Camila Cabello_76.jpg,Camila Cabello,session_01,test,1,1200,1650,True
Camila Cabello_77,processed\validation\Camila Cabello\Camila Cabello_77.jpg,Camila Cabello,session_01,validation,1,474,682,True
Camila Cabello_79,processed\train\Camila Cabello\Camila Cabello_79.jpg,Camila Cabello,session_01,train,1,1024,759,True
Camila Cabello_8,processed\train\Camila Cabello\Camila Cabello_8.jpg,Camila Cabello,session_01,train,1,1900,2846,True
Camila Cabello_82,processed\validation\Camila Cabello\Camila Cabello_82.jpg,Camila Cabello,session_01,validation,1,970,550,True
Camila Cabello_83,processed\train\Camila Cabello\Camila Cabello_83.jpg,Camila Cabello,session_01,train,1,683,1024,True
Charlize Theron_1,processed\validation\Charlize Theron\Charlize Theron_1.jpg,Charlize Theron,session_01,validation,1,1200,1800,True
Charlize Theron_10,processed\train\Charlize Theron\Charlize Theron_10.jpg,Charlize Theron,session_01,train,1,1280,2151,True
Charlize Theron_11,processed\train\Charlize Theron\Charlize Theron_11.jpg,Charlize Theron,session_01,train,1,1280,1920,True
Charlize Theron_12,processed\test\Charlize Theron\Charlize Theron_12.jpg,Charlize Theron,session_01,test,1,2000,1333,True
Charlize Theron_13,processed\validation\Charlize Theron\Charlize Theron_13.jpg,Charlize Theron,session_01,validation,1,1280,1920,True
Charlize Theron_14,processed\train\Charlize Theron\Charlize Theron_14.jpg,Charlize Theron,session_01,train,1,1879,3000,True
Charlize Theron_15,processed\validation\Charlize Theron\Charlize Theron_15.jpg,Charlize Theron,session_01,validation,1,564,564,True
Charlize Theron_16,processed\train\Charlize Theron\Charlize Theron_16.jpg,Charlize Theron,session_01,train,1,1222,815,True
Charlize Theron_17,processed\test\Charlize Theron\Charlize Theron_17.jpg,Charlize Theron,session_01,test,1,1280,1920,True
Charlize Theron_18,processed\train\Charlize Theron\Charlize Theron_18.jpg,Charlize Theron,session_01,train,1,1280,1648,True
Charlize Theron_19,processed\train\Charlize Theron\Charlize Theron_19.jpg,Charlize Theron,session_01,train,1,620,932,True
Charlize Theron_2,processed\validation\Charlize Theron\Charlize Theron_2.jpg,Charlize Theron,session_01,validation,1,1200,1608,True
Charlize Theron_20,processed\train\Charlize Theron\Charlize Theron_20.jpg,Charlize Theron,session_01,train,1,1000,720,True
Charlize Theron_21,processed\train\Charlize Theron\Charlize Theron_21.jpg,Charlize Theron,session_01,train,1,400,600,True
Charlize Theron_23,processed\train\Charlize Theron\Charlize Theron_23.jpg,Charlize Theron,session_01,train,1,1200,1200,True
Charlize Theron_24,processed\train\Charlize Theron\Charlize Theron_24.jpg,Charlize Theron,session_01,train,1,639,799,True
Charlize Theron_27,processed\test\Charlize Theron\Charlize Theron_27.jpg,Charlize Theron,session_01,test,1,1280,1584,True
Charlize Theron_3,processed\test\Charlize Theron\Charlize Theron_3.jpg,Charlize Theron,session_01,test,1,1200,1800,True
Charlize Theron_30,processed\train\Charlize Theron\Charlize Theron_30.jpg,Charlize Theron,session_01,train,1,1280,1920,True
Charlize Theron_35,processed\train\Charlize Theron\Charlize Theron_35.jpg,Charlize Theron,session_01,train,1,432,459,True
Charlize Theron_36,processed\train\Charlize Theron\Charlize Theron_36.jpg,Charlize Theron,session_01,train,1,1280,1920,True
Charlize Theron_38,processed\train\Charlize Theron\Charlize Theron_38.jpg,Charlize Theron,session_01,train,1,1280,1752,True
Charlize Theron_39,processed\test\Charlize Theron\Charlize Theron_39.jpg,Charlize Theron,session_01,test,1,865,551,True
Charlize Theron_4,processed\test\Charlize Theron\Charlize Theron_4.jpg,Charlize Theron,session_01,test,1,1024,1024,True
Charlize Theron_40,processed\train\Charlize Theron\Charlize Theron_40.jpg,Charlize Theron,session_01,train,1,970,546,True
Charlize Theron_41,processed\test\Charlize Theron\Charlize Theron_41.jpg,Charlize Theron,session_01,test,1,992,558,True
Charlize Theron_42,processed\test\Charlize Theron\Charlize Theron_42.jpg,Charlize Theron,session_01,test,1,1413,1921,True
Charlize Theron_43,processed\train\Charlize Theron\Charlize Theron_43.jpg,Charlize Theron,session_01,train,1,622,1000,True
Charlize Theron_44,processed\train\Charlize Theron\Charlize Theron_44.jpg,Charlize Theron,session_01,train,1,810,500,True
Charlize Theron_45,processed\train\Charlize Theron\Charlize Theron_45.jpg,Charlize Theron,session_01,train,1,1200,1750,True
Charlize Theron_47,processed\train\Charlize Theron\Charlize Theron_47.jpg,Charlize Theron,session_01,train,1,610,899,True
Charlize Theron_48,processed\train\Charlize Theron\Charlize Theron_48.jpg,Charlize Theron,session_01,train,1,1000,562,True
Charlize Theron_49,processed\train\Charlize Theron\Charlize Theron_49.jpg,Charlize Theron,session_01,train,1,567,800,True
Charlize Theron_5,processed\test\Charlize Theron\Charlize Theron_5.jpg,Charlize Theron,session_01,test,1,1200,1803,True
Charlize Theron_50,processed\validation\Charlize Theron\Charlize Theron_50.jpg,Charlize Theron,session_01,validation,1,2569,1712,True
Charlize Theron_51,processed\train\Charlize Theron\Charlize Theron_51.jpg,Charlize Theron,session_01,train,1,1600,1921,True
Charlize Theron_52,processed\train\Charlize Theron\Charlize Theron_52.jpg,Charlize Theron,session_01,train,1,1280,1919,True
Charlize Theron_54,processed\train\Charlize Theron\Charlize Theron_54.jpg,Charlize Theron,session_01,train,1,1280,718,True
Charlize Theron_55,processed\train\Charlize Theron\Charlize Theron_55.jpg,Charlize Theron,session_01,train,1,1447,2000,True
Charlize Theron_56,processed\train\Charlize Theron\Charlize Theron_56.jpg,Charlize Theron,session_01,train,1,1200,1800,True
Charlize Theron_57,processed\train\Charlize Theron\Charlize Theron_57.jpg,Charlize Theron,session_01,train,1,1000,563,True
Charlize Theron_58,processed\train\Charlize Theron\Charlize Theron_58.jpg,Charlize Theron,session_01,train,1,3907,2605,True
Charlize Theron_59,processed\train\Charlize Theron\Charlize Theron_59.jpg,Charlize Theron,session_01,train,1,970,546,True
Charlize Theron_60,processed\train\Charlize Theron\Charlize Theron_60.jpg,Charlize Theron,session_01,train,1,900,1350,True
Charlize Theron_61,processed\validation\Charlize Theron\Charlize Theron_61.jpg,Charlize Theron,session_01,validation,1,500,500,True
Charlize Theron_62,processed\train\Charlize Theron\Charlize Theron_62.jpg,Charlize Theron,session_01,train,1,474,266,True
Charlize Theron_65,processed\train\Charlize Theron\Charlize Theron_65.jpg,Charlize Theron,session_01,train,1,474,711,True
Charlize Theron_66,processed\train\Charlize Theron\Charlize Theron_66.jpg,Charlize Theron,session_01,train,1,474,655,True
Charlize Theron_67,processed\validation\Charlize Theron\Charlize Theron_67.jpg,Charlize Theron,session_01,validation,1,1200,1677,True
Charlize Theron_68,processed\validation\Charlize Theron\Charlize Theron_68.jpg,Charlize Theron,session_01,validation,1,780,554,True
Charlize Theron_69,processed\train\Charlize Theron\Charlize Theron_69.jpg,Charlize Theron,session_01,train,1,1600,1920,True
Charlize Theron_7,processed\validation\Charlize Theron\Charlize Theron_7.jpg,Charlize Theron,session_01,validation,1,1120,1120,True
Charlize Theron_70,processed\test\Charlize Theron\Charlize Theron_70.jpg,Charlize Theron,session_01,test,1,713,960,True
Charlize Theron_71,processed\validation\Charlize Theron\Charlize Theron_71.jpg,Charlize Theron,session_01,validation,1,936,1413,True
Charlize Theron_72,processed\train\Charlize Theron\Charlize Theron_72.jpg,Charlize Theron,session_01,train,1,357,426,True
Charlize Theron_73,processed\validation\Charlize Theron\Charlize Theron_73.jpg,Charlize Theron,session_01,validation,1,2000,2691,True
Charlize Theron_74,processed\validation\Charlize Theron\Charlize Theron_74.jpg,Charlize Theron,session_01,validation,1,1280,1919,True
Charlize Theron_75,processed\test\Charlize Theron\Charlize Theron_75.jpg,Charlize Theron,session_01,test,1,1000,1500,True
Charlize Theron_76,processed\test\Charlize Theron\Charlize Theron_76.jpg,Charlize Theron,session_01,test,1,330,412,True
Charlize Theron_77,processed\train\Charlize Theron\Charlize Theron_77.jpg,Charlize Theron,session_01,train,1,1280,1792,True
Charlize Theron_9,processed\train\Charlize Theron\Charlize Theron_9.jpg,Charlize Theron,session_01,train,1,1378,1920,True
Claire Holt_1,processed\validation\Claire Holt\Claire Holt_1.jpg,Claire Holt,session_01,validation,1,420,560,True
Claire Holt_11,processed\test\Claire Holt\Claire Holt_11.jpg,Claire Holt,session_01,test,1,450,634,True
Claire Holt_13,processed\train\Claire Holt\Claire Holt_13.jpg,Claire Holt,session_01,train,1,400,533,True
Claire Holt_14,processed\test\Claire Holt\Claire Holt_14.jpg,Claire Holt,session_01,test,1,640,640,True
Claire Holt_17,processed\train\Claire Holt\Claire Holt_17.jpg,Claire Holt,session_01,train,1,630,945,True
Claire Holt_18,processed\test\Claire Holt\Claire Holt_18.jpg,Claire Holt,session_01,test,1,1280,1739,True
Claire Holt_20,processed\validation\Claire Holt\Claire Holt_20.jpg,Claire Holt,session_01,validation,1,750,745,True
Claire Holt_21,processed\train\Claire Holt\Claire Holt_21.jpg,Claire Holt,session_01,train,1,594,405,True
Claire Holt_22,processed\train\Claire Holt\Claire Holt_22.jpg,Claire Holt,session_01,train,1,1162,1162,True
Claire Holt_23,processed\test\Claire Holt\Claire Holt_23.jpg,Claire Holt,session_01,test,1,1280,1823,True
Claire Holt_24,processed\train\Claire Holt\Claire Holt_24.jpg,Claire Holt,session_01,train,1,2000,1696,True
Claire Holt_3,processed\test\Claire Holt\Claire Holt_3.jpg,Claire Holt,session_01,test,1,1600,1956,True
Claire Holt_30,processed\validation\Claire Holt\Claire Holt_30.jpg,Claire Holt,session_01,validation,1,416,574,True
Claire Holt_31,processed\validation\Claire Holt\Claire Holt_31.jpg,Claire Holt,session_01,validation,1,1000,1812,True
Claire Holt_33,processed\test\Claire Holt\Claire Holt_33.jpg,Claire Holt,session_01,test,1,1280,1734,True
Claire Holt_34,processed\train\Claire Holt\Claire Holt_34.jpg,Claire Holt,session_01,train,1,950,460,True
Claire Holt_36,processed\train\Claire Holt\Claire Holt_36.jpg,Claire Holt,session_01,train,1,1280,1640,True
Claire Holt_38,processed\train\Claire Holt\Claire Holt_38.jpg,Claire Holt,session_01,train,1,710,1024,True
Claire Holt_39,processed\train\Claire Holt\Claire Holt_39.jpg,Claire Holt,session_01,train,1,800,1200,True
Claire Holt_4,processed\validation\Claire Holt\Claire Holt_4.jpg,Claire Holt,session_01,validation,1,696,924,True
Claire Holt_40,processed\train\Claire Holt\Claire Holt_40.jpg,Claire Holt,session_01,train,1,646,807,True
Claire Holt_41,processed\test\Claire Holt\Claire Holt_41.jpg,Claire Holt,session_01,test,1,1280,1918,True
